ID	Waveform	PeriodMean	PeriodStdDev	PhaseMean	PhaseStdDev	NadirMean	NadirStdDev	Mean	Std_Dev	Max	Min	Max_Amp	FC	IQR_FC	NumBoots	TauMean	TauStdDev
wnoise_101	cosine	24.0	0.0	2.0621594909	2.381848067	15.6088840807	0.799572224589	-0.0992450130119	1.0754818828	2.24826480839	-3.00298088299	5.25124569138	-0.748677695927	-1.47154832017	10	0.54687118915	0.102864991453
wnoise_525	cosine	24.0	0.0	10.7994244108	3.08319650058	14.4226794497	1.70160186205	0.13981599131	0.902027446602	1.4908667836	-1.95567052923	3.44653731283	-0.762330239842	-2.68955957551	10	0.545849449428	0.129910480851
wnoise_657	cosine	24.0	0.0	23.8011961513	1.0758780706	4.27767068327	3.30071060722	-0.166336083823	0.923273813816	1.86508234338	-1.40776270854	3.27284505192	-1.32485562522	-0.729964137069	10	0.545416215592	0.0766122897519
wnoise_234	cosine	24.0	0.0	21.8065860682	0.596793177502	0.0	-0.0	-0.331065716572	1.17129672423	2.39459892559	-2.66505702262	5.05965594821	-0.898516956773	-0.567258062741	10	0.542946623184	0.0932886774855
wnoise_263	cosine	24.0	0.0	14.8818551842	3.7810823875	4.78394172273	3.41668324073	0.126615566563	0.962522317899	1.38324383183	-2.48526015521	3.86850398704	-0.556579088483	-8.46002435046	10	0.542717586852	0.127485181225
wnoise_349	cosine	24.0	0.0	12.9420499844	1.61725617811	8.91916925675	1.79540819318	0.389223707574	1.15874337088	3.30198784596	-1.88700231171	5.18899015767	-1.74985892994	-3.12648745885	10	0.541279130037	0.0725730005963
wnoise_549	cosine	24.0	0.0	3.0	3.18012436223	19.3791449482	4.81117478313	0.229063786087	1.11433597613	2.00822409559	-2.0748546217	4.08307871729	-0.96788665316	-2.54391510726	10	0.541198264045	0.144533998755
wnoise_847	cosine	24.0	0.0	18.6057538296	2.53101163367	0.879119028801	4.90571246541	-0.113503041005	1.12462244736	2.47841310539	-2.52931637038	5.00772947577	-0.97987469437	-0.826812809668	10	0.540942311001	0.0818351059756
wnoise_94	cosine	24.0	0.0	21.8073939187	4.75758262904	10.8887359641	3.5420520761	-0.5394457776	0.845272709571	1.20660709019	-2.04485324105	3.25146033124	-0.590070263219	0.031147872064	10	0.540093292744	0.151531343197
wnoise_307	cosine	24.0	0.0	11.8791190288	5.00775909672	5.5447631102	3.04114638741	-0.0226889762634	0.801675378268	1.70468111478	-1.54937090939	3.25405202417	-1.10024081674	-0.907271376667	10	0.539836773023	0.101730918694
wnoise_761	cosine	24.0	0.0	19.5692572123	3.5420520761	4.0	2.73962491305	-0.0124466225984	0.684759231767	1.21477659003	-1.07933810482	2.29411469485	-1.12548290902	-1.83071318021	10	0.537882444725	0.102174126154
wnoise_825	cosine	24.0	0.0	6.0	-0.0	8.0	-0.0	0.261288732342	0.786441186008	1.89218393703	-1.24363893935	3.13582287638	-1.52148978064	-9.17998492148	10	0.53763338903	0.0623370650662
wnoise_743	cosine	24.0	0.0	4.42267944973	1.70160186205	2.23450518354	2.44372245042	-0.162538865901	0.896515142437	1.53651103904	-1.53950634664	3.07601738568	-0.998054371386	-0.437224433864	10	0.53762528902	0.0763823991405
wnoise_335	cosine	24.0	0.0	22.2169383441	1.92413569559	3.75530023278	2.68549941893	-0.0937937502971	0.973152854487	2.639292245	-1.82511189985	4.46440414485	-1.44609886397	-0.895493209546	10	0.536089543772	0.113895730095
wnoise_63	cosine	24.0	0.0	18.0	-0.0	15.2045024861	0.984781760655	0.373594640672	0.855864071504	1.85485137248	-1.55488812858	3.40973950106	-1.19291628664	-6.24969615852	10	0.535343501188	0.12383163758
wnoise_390	cosine	24.0	0.0	18.387835043	2.142827241	20.3472479402	1.17303726841	0.122884577167	0.924267060636	1.83865396908	-1.95458248742	3.7932364565	-0.940688858574	-1.57614812008	10	0.535199918906	0.0539404611233
wnoise_233	cosine	24.0	0.0	6.0	5.17086284057	2.86692746285	1.85452093044	0.102631076077	1.16304103889	2.2067001124	-2.12314684381	4.32984695621	-1.03935350437	-1.78618830578	10	0.53371326478	0.0620512970279
wnoise_635	cosine	24.0	0.0	6.86003881586	1.79176760737	2.56525463308	6.15856549741	-0.0414286986822	0.787796736045	1.60204228966	-1.30894703322	2.91098932288	-1.2239168194	-1.55780275434	10	0.533598707705	0.0602568505995
wnoise_718	cosine	24.0	0.0	15.0	6.77883235204	2.48519680158	4.00040485015	0.0512656797845	1.03581742361	2.42111151078	-1.63639249624	4.05750400702	-1.4795420514	-1.54304620122	10	0.5327818868	0.0770960238882
wnoise_875	cosine	24.0	0.0	3.65973937593	4.1004255372	21.3817626397	2.19592436085	0.232805629697	0.908710972014	2.66918944405	-1.28871526588	3.95790470993	-2.07120185096	-2.76825521501	10	0.532662464433	0.156945822033
wnoise_44	cosine	24.0	0.0	5.45342729909	4.24981139262	15.9142101789	4.91685415964	0.276649533551	1.00655792599	2.03924313649	-1.82198695847	3.86123009496	-1.11924134638	-2.64741837364	10	0.532426188677	0.106358140598
wnoise_732	cosine	24.0	0.0	20.7954975139	0.984781760655	1.5862651258	1.50791613684	0.0034404239648	0.931076819597	1.63872846685	-2.15266487426	3.79139334111	-0.761255728397	-1.17728502054	10	0.53219742892	0.112875013953
wnoise_460	cosine	24.0	0.0	19.3402606241	2.58849350528	11.3888040047	3.68676998156	0.0779063280229	0.946579960653	2.08396112995	-1.16572314705	3.249684277	-1.7876981642	-1.49983359634	10	0.531635365373	0.107795282652
wnoise_976	cosine	24.0	0.0	12.0	2.55175245616	8.0	1.98907853562	-0.2504007959	1.01253889823	1.58067381285	-2.22670232343	3.80737613628	-0.709872081336	-0.652199441205	10	0.530745794411	0.118150151669
wnoise_724	cosine	24.0	0.0	17.8657178867	3.48072122471	5.26573711181	3.57780940549	0.143671339969	0.911097434987	1.88920998204	-1.49582878816	3.3850387702	-1.26298544124	-1.91064522339	10	0.529191531859	0.0814084996833
wnoise_256	cosine	24.0	0.0	14.8969358193	3.21135948302	20.0	5.69182430834e-08	0.254882572963	0.804082856056	1.57904582961	-2.0702664662	3.64931229581	-0.762725888377	-8.93691775375	10	0.528907460995	0.0889735168302
wnoise_103	cosine	24.0	0.0	3.47257753873	3.05326843259	19.5644608129	1.94070259347	0.162809469801	0.850046723049	1.62625272354	-1.27032132087	2.89657404441	-1.2801900565	-1.61625432748	10	0.528609518621	0.106679372306
wnoise_553	cosine	24.0	0.0	9.3911159193	1.28489381658	17.2005755892	3.08319650058	0.0088890526983	0.849465474633	1.42145741181	-1.7542269279	3.17568433971	-0.810304179694	-1.56164850062	10	0.527729992991	0.087164044362
wnoise_674	cosine	24.0	0.0	8.38783504296	2.142827241	5.76549481646	2.44372245042	-0.0849122763598	1.07988772106	2.39481416764	-2.36089005622	4.75570422386	-1.01436920425	-1.01876485841	10	0.527302398049	0.0932219580415
wnoise_727	cosine	24.0	0.0	6.0	-0.0	3.0	1.00580136088	-0.316722141141	1.1009107732	2.16903463136	-2.75849123167	4.92752586303	-0.786311954324	-0.0873757771306	10	0.526898661994	0.108246725871
wnoise_840	cosine	24.0	0.0	18.0548449225	3.33493917005	7.05277481995	4.48467971668	-0.131890780347	1.01828114944	1.53240637829	-2.14833487838	3.68074125667	-0.713299585512	-0.7566905345	10	0.526014088224	0.10052996785
wnoise_19	cosine	24.0	0.0	16.7820364908	2.6505541646	11.0298209376	1.85905095882	0.165826317114	0.970320276516	2.66928535777	-1.42045759402	4.08974295179	-1.87917285881	-2.04645140416	10	0.525431348894	0.093178199011
wnoise_278	cosine	24.0	0.0	12.8669274629	1.85452093044	0.193413931812	0.596793177502	0.151001339843	1.04544446937	2.29946914986	-1.90172089577	4.20119004563	-1.20915175038	-2.39308493186	10	0.524224147098	0.0653241734948
wnoise_43	cosine	24.0	0.0	10.3791449482	1.98309285028	3.0	6.92645947163	-0.194754179795	1.06739625775	2.75500655457	-2.3870115592	5.14201811377	-1.15416556906	-0.654556903255	10	0.524153939671	0.0642803797518
wnoise_142	cosine	24.0	0.0	19.185576744	2.41724388386	13.5193519227	1.72030900597	0.123090272325	1.0501592694	2.00585680875	-1.6199674239	3.62582423265	-1.23820811404	-2.11830914858	10	0.52303192168	0.108401035872
wnoise_424	cosine	24.0	0.0	3.47925783314	4.08134827438	13.2005755892	3.08319650058	-0.132979420164	0.857813617545	1.50683518711	-1.87924178755	3.38607697466	-0.801831460482	-0.852974353108	10	0.522146163756	0.110255122932
wnoise_723	cosine	24.0	0.0	22.8863124129	3.62970202688	14.3834409305	5.42133970882	0.180954925383	1.00814339905	2.58578157311	-1.02243568631	3.60821725942	-2.5290408069	-1.68783509019	10	0.522098703611	0.108489714292
wnoise_508	cosine	24.0	0.0	6.34724794019	1.17303726841	3.80658606819	0.596793177502	-0.070008612708	1.0045499153	2.17606086703	-1.81351399247	3.9895748595	-1.1999140211	-0.682146386649	10	0.52193185096	0.0745739812503
wnoise_112	cosine	24.0	0.0	15.2083915439	3.0370309362	18.7262263099	1.5949481447	0.427464989787	0.956121722575	3.69752612171	-1.10859518109	4.8061213028	-3.33532581124	9.81739707829	10	0.521749124422	0.0968112162448
wnoise_291	cosine	24.0	0.0	21.9521586378	6.0384918465	11.5739495548	1.76813307203	-0.084487073737	0.913098978045	1.7450898234	-2.37433137376	4.11942119716	-0.734981579524	-1.37173578279	10	0.520214744134	0.0897338149229
wnoise_866	cosine	24.0	0.0	19.6321171897	3.48670402781	11.8833792475	2.82877880088	0.182654784874	1.0843558286	2.31700082801	-2.25741927036	4.57442009837	-1.02639366042	-2.79759458509	10	0.520021128664	0.0979940190585
wnoise_662	cosine	24.0	0.0	20.0	3.86084803747	16.7994244108	3.08319650058	-0.438213041464	0.781782129654	0.826456902774	-2.41837057973	3.2448274825	-0.341741216049	-0.131225040985	10	0.519731695222	0.0838374873015
wnoise_36	cosine	24.0	0.0	9.9378405091	2.381848067	5.52499891007	2.50703622491	-0.0383298472179	0.882286720771	1.61021517343	-2.00284701142	3.61306218485	-0.803963140594	-1.00730830862	10	0.519482079158	0.092284503651
wnoise_230	cosine	24.0	0.0	2.1208809712	5.00775909672	8.65973937593	3.11648251131	0.137617167485	1.0546648565	2.10718935593	-2.49199943664	4.59918879257	-0.845581794662	-1.8614280424	10	0.519330182766	0.100262087038
wnoise_630	cosine	24.0	0.0	18.1661891793	4.28170948431	2.25099901039	4.12966108836	-0.487532152885	0.867189738649	0.780858407243	-1.91945826654	2.70031667378	-0.406811870232	-0.346358252092	10	0.519031525573	0.0587945376755
wnoise_81	cosine	24.0	0.0	17.2973603034	2.40603567521	20.5692572123	5.63567905854	0.0238161765186	0.983172743676	1.8889957152	-2.10749072712	3.99648644232	-0.896324567834	-1.37969932538	10	0.518966575494	0.0735681570465
wnoise_169	cosine	24.0	0.0	11.2823106084	4.8646354244	4.30859444253	2.65375240559	0.203777395197	0.989123477647	1.80151333486	-2.11022599432	3.91173932918	-0.853706351694	-2.90464200068	10	0.518482784421	0.102569297764
wnoise_473	cosine	24.0	0.0	12.5921607176	0.919231468683	15.1820166823	1.33080773187	0.173909094039	1.09270137643	2.59989361275	-2.82070976083	5.42060337358	-0.921716104526	-5.69569905683	10	0.518333734825	0.119532059714
wnoise_279	cosine	24.0	0.0	3.0	32.5865777694	11.7830616559	1.92413569559	-0.208602137904	0.980709184688	1.72905679164	-1.66087328827	3.38993007991	-1.04105280267	-0.599186304767	10	0.517243622784	0.041733741195
wnoise_160	cosine	24.0	0.0	6.22187647087	2.08766829081	1.10035697466	4.31715550224	0.310503224134	1.05769922024	2.10131716224	-1.66535212529	3.76666928753	-1.26178549889	-2.88993421153	10	0.51635489228	0.0888153160697
wnoise_251	cosine	24.0	0.0	9.6427314624	1.4845227802	4.34026062407	4.1004255372	-0.021171212968	0.752931366991	1.93310480655	-1.43250231557	3.36560712212	-1.3494601618	-0.967318068345	10	0.51549981151	0.118792092935
wnoise_789	cosine	24.0	0.0	17.2160582773	3.41668324073	3.53885840473	3.62354046283	0.00473411908005	1.1707609324	2.70099987508	-2.07900113021	4.78000100529	-1.29918153282	-1.10246730639	10	0.515435156536	0.109788036141
wnoise_466	cosine	24.0	0.0	14.0	3.86084803747	7.27377369006	1.5949481447	-0.147849680995	1.11881220242	2.47629474118	-2.16770694094	4.64400168212	-1.14235678929	-0.733657249649	10	0.514980138966	0.095478610512
wnoise_545	cosine	24.0	0.0	15.6372535721	2.48067262406	7.79549751387	6.35695859477	-0.114505453873	0.975049110249	1.52544138188	-2.00095782944	3.52639921132	-0.762355587627	-0.786319103288	10	0.514749853424	0.112679338057
wnoise_647	cosine	24.0	0.0	19.1582439418	1.61053642225	13.3034251671	4.64412587114	0.0751947136586	1.20749339555	2.15903333096	-3.36857208474	5.5276054157	-0.640934282137	-2.04669846371	10	0.514121645894	0.096548940995
wnoise_868	cosine	24.0	0.0	13.5862651258	5.62154316678	19.1926060813	1.84928281535	-0.175538713582	0.833220159118	1.24414927102	-1.61845508588	2.8626043569	-0.768726473706	-0.8058038862	10	0.513736882832	0.0919654854781
wnoise_374	cosine	24.0	0.0	20.0	5.69182430834e-08	22.0	5.69182430834e-08	-0.403322667179	1.22598111352	2.00904281189	-2.57074061485	4.57978342674	-0.781503509255	-0.543806953815	10	0.512975174406	0.114489362635
wnoise_53	cosine	24.0	0.0	21.0	1.00580136088	17.6088840807	0.799572224589	-0.373898299697	0.797326242446	1.23566867864	-1.9204487483	3.15611742694	-0.643427053044	-0.137396112355	10	0.512654824966	0.0643887059771
wnoise_958	cosine	24.0	0.0	18.3911159193	0.799572224589	15.3598223908	1.76078408184	0.158209206878	0.684984897751	1.44074690435	-1.03073746695	2.4714843713	-1.39778260764	-3.2202962334	10	0.512370385358	0.107381457117
wnoise_536	cosine	24.0	0.0	18.0	-0.0	16.0	5.69182430834e-08	0.160570633592	1.27974444018	2.50146223555	-3.61638443161	6.11784666716	-0.691702523019	-2.98139712027	10	0.510648956223	0.118459743239
wnoise_107	cosine	24.0	0.0	11.7781235291	2.08766829081	7.76549481646	2.44372245042	0.104159682545	1.14482825798	2.07446784843	-2.1628590297	4.23732687813	-0.959132250389	-1.20861711016	10	0.51061381553	0.100071057597
wnoise_420	cosine	24.0	0.0	10.0	-0.0	8.0	-0.0	0.180275201847	0.907264088152	2.75122172222	-1.10882045645	3.86004217867	-2.48121479561	-0.871165795496	10	0.510544924077	0.0606997236646
wnoise_757	cosine	24.0	0.0	4.50593929793	3.509093144	11.1871618372	2.73642712232	0.097013885963	0.959974407169	1.64934536674	-1.68396309916	3.3333084659	-0.979442701305	-2.25155432385	10	0.509883022266	0.0917268259941
wnoise_241	cosine	24.0	0.0	22.7994244108	3.08319650058	2.49128398584	2.69509115014	0.351444920504	0.92193197387	2.70524309948	-1.72777608674	4.43301918622	-1.56573708841	-4.16155490866	10	0.509413592286	0.0870500014436
wnoise_667	cosine	24.0	0.0	19.2995922748	2.90298696756	7.94115733547	2.01821263057	0.173427895631	1.08335764367	2.69942831971	-1.45711921199	4.1565475317	-1.85257890878	-1.66949602429	10	0.509119280692	0.106058897991
wnoise_622	cosine	24.0	0.0	12.3511449334	2.28210146673	18.8073939187	3.53855924253	0.157895726371	1.02407333604	1.9429201473	-1.94839336943	3.89131351673	-0.99719090497	-5.74096245747	10	0.508013537167	0.0490247920663
wnoise_885	cosine	24.0	0.0	5.77100341181	4.84583349046	21.1485423937	2.22396029461	0.219906862192	1.08973697947	2.81761188747	-1.71383405858	4.53144594605	-1.64404008274	-2.23063891336	10	0.507632213755	0.0989872656458
wnoise_616	cosine	24.0	0.0	12.0	-0.0	14.9718211002	1.34290646729	0.110939522248	0.963652300052	2.07523490517	-1.80320047445	3.87843537962	-1.15086200041	-1.74906459879	10	0.507502063873	0.128854308867
wnoise_861	cosine	24.0	0.0	6.42267944973	1.70160186205	1.20057558921	3.08319650058	-0.478603174487	1.04287288668	1.8376768604	-2.44646553636	4.28414239676	-0.751155834034	-0.299018612536	10	0.506930826139	0.100334212011
wnoise_134	cosine	24.0	0.0	22.3472479402	1.17303726841	2.43911837024	2.00102531468	0.0201523926147	1.03397254111	2.81641397255	-1.50267087269	4.31908484524	-1.8742720204	-0.967569463638	10	0.506779078561	0.119643543546
wnoise_660	cosine	24.0	0.0	2.69140555747	4.14193104596	16.2737736901	1.88560228093	-0.0522004444758	1.16752480609	2.44826104752	-2.22273969765	4.67100074517	-1.10146098084	-0.942764383846	10	0.504864704095	0.0986972753474
wnoise_21	cosine	24.0	0.0	0.783941722725	1.603798549	20.1208809712	5.00775909672	-0.111803019629	0.933647220847	1.92645860604	-1.76385889119	3.69031749723	-1.09218408324	-0.973290942194	10	0.50363447443	0.0961468579415
